corrected,sentence
 كلية الشريعة والتخصص فيها  لا شك فيه أن العلوم والفنون كثيرة في هذه الدنيا والمتخصصون أيضا في مختلف الفنون والعلوم  سواء العلوم الشرعية  والعصرية  والكيمياوية  والفيزياء  وعلوم النفس أما الشرعية فلها ميزات من شتى الجهات  إن العلوم الشرعية هي أصل العلم الإلهي والسماوي ولها فضائل وخصائص كثيرة لا تعد ولا تحصى  قال جل وعلا   فلولا نفر من كل فرقة منهم طائفة ليتفقهوا في الدين   التفقه في دين الإسلام أهم شيء في العصر الراهن  لأن حوادث الزمن والتغيرات جعلت العالم كقرية واحدة في الحضارة  والثقافة  وقضايا معاصرة نختلف فيها كثيرا فلولا التخصص في الشريعة الإسلامية بعمق لوقعنا في كثير من الأخطاء  فلابد للمختصصين في هذا الباب أن يهتموا كل الاهتمام بحل العقد الجديدة بالنص الشرعي  لأن الوقائع والحوادث والنوازل كثيرة والنصوص محدودة  وصدق الإمام أبي يوسف رحمه الله  من لم يعرف بأهل زمانه فهو جاهل   استمر في ركب هذه المرحلة بالتخصص في العلوم الشرعية الإسلامية النيرة واستعد لهذا بكل الاستعداد بمطالعة الكتب القديمة والجديدة وكتب أعلام الأمة الإسلامية وآرائهم القيمة وحل كل المسائل بعبارة قرآنية وحديثية ولا بأقوال الصحابة وعلماء الأمة في المسائل المجتهد فيها لا خلاف فيها عند الجمهور , كلية الشريعة والتخصص فيها لا شك فيه أن العلوم والفنون كثيرة في هذه الدنيا والمتخصصون أيضا في مختلف الفنون والعلوم  سواءا العلوم الشرعي والعصري  والكيماوي والفيزياء وعلوم النفس أما الشرعي فلها ميزات من شتى الجهات    أن العلوم الشرعي وهي أصل العلم الالهي والسماوي وله فضائل وخصائص كثيرة لا تعد ولا تحصى قال جل وعلا  فلولا نفر من كل فرقة منهم طائفة ليتفقهوا في الدين  التفقه في الدين والسلام أهم شيء في العصر الراهن  لأن حوادث الزمن والتغير جعل العالم كقرية واحة في الحضارة والثقافة وقضايا معاصرة  تختلف بها كثيرة فلولا التخصص في الشريعة الإسلامية بعمق لوقع في كثير من الأخطاء    فلابد للمختصصين في هذا الباب أن يهتم كل الإهتمام لحل العقد الجديدة بنص شرعي لأن الوقائع والحوادث والنوازل كثيرة والنصوص محدودة  وصدق الإمام أبي يوسف رحمه الله من لم يعرف بأهل زمانه فهو جاهل    أستمر في ركب هذه المرحلة التخصص في العلوم الشرعية الاسلامية النيرة وأستعد لهذا بكل الاستعداد بمطالعة لكتب لقديمة والجديدة وكتب أعلام الأمة الإسلامية وأراءهم القيمة وحل كل المسائل بعبارة قرآنية وحديثية ولا بأقوال الصحابة وعلماء الأمة في المسائل المجتهد فيه لا خلاف فيه عند الجمهور 
 التعليم الديني  التعليم له مكان عظيم ورفيع عند الناس ولو في أي مجال  حث النبي  عليه السلام  أمته على الحصول على التعليم  جاء ذلك في حديث  اطلبوا العلم ولو في الصين   اصطفيت اللغة العربية لأن الله أنزل القرآن بها وهي وسيلة لفهم أسرار الشريعة  أدرس اللغة العربية في المعهد في المستوى الثالث باهتمام خاص لأحصل على الدرجات العالية نحو ممتاز مرتفع  أستمع إلى المحاضرات جيدا وأكتبها باختصار في الكراسة لأنها ستصير زاد النجاح وقت الاختبار  أحب التخصص في تفسير القرآن الكريم خاصة التفسير بالمأثور  القرآن دستور وحياة قلب المسلمين  ونور بصرهم  وطريق هدايتهم  فسر المفسرون القرآن الكريم في المجلدات الكثيرة وفيها حكايات إسرائيلية وأقوال موضوعة لا صلة لها بالتفسير وبالمفسرين  ذكروا الآثار الصالحة واختلاف العلماء في التفسير  الآن يحتاج المسلمون التلخيص ولا يحبون أقوال العلماء وأسباب اختلافهم ويريدون القول الراجح  أنا طالب صغير ولا أستطيع أن أنصح في مجال التفسير بالمأثور والحقيقة ليس لي علم به  هذا الرأي والفكر لنفسي  أريد أن يقيم العلماء  اللجنة العلمية  لتفسير القرآن بالمأثور  وتلخص اللجنة العلمية الكتب في التفسير في مجلد أو مجلدين مع التحقيق الدقيق  ولا يأمر بالطباعة إلا بعد المراجعة من العلماء , التعليم الديني التعليم له مكان عظيم ورفيع عند الناس ولو في أي مجال  حث النبي عليه السلام أمته الحصول التعليم  جاءت في حكاية  اطلبوا العلم ولو بالصين   اصطفيت اللغة العربية لأن الله أنزل القرآن عليها وهي وسيلة لفهم أسرار الشريعة  أدرس اللغة العربية في المعهد في المستوى الثالث باهتمام خاص لأحصل الدرجات العالية نحو ممتاز مرتفع  أستمع المحاضرات جيدا وأكتبها اختصار في الكراسة لأنها يصير زاد النجاح وقت الاختبار    أحب التخصص في تفسير القرآن الكريم خاصة تفسير بالمأثور  القرآن دستور وحياة قلب المسلمين ونور بصرهم وطريق هدايتهم  فسر المفسرون القرآن الكريم في المجلدات الكثيرة و فيها حكايات إسرائيلية وأقوال موضوعة لا صلتها من التفسير ومن المفسرين ذكروا الآثار الصالحة واختلاف العلماء في التفسير  الآن يحتاج المسلمون التلخيص و لا يحبون أقوال العلماء وأسباب اختلاهم ويريدون القول الراجح    أنا طالب صغير ولا أستطيع أن انصح في مجال التفسير بالمأثورة والحقيقة ليس لي علم به  هذا الرأي والفكر لنفسي  أريد أن يقيم العلماء  اللجنة العلمية  لتفسير القرآن بالمأثور  وتلخص اللجنة العلمية الكتب في التفسير في مجلد أو مجلدين ع التحقيق الدقيق  ولا يأمر الطباعة إلا بالمراجعة من العلماء 
 التخصص في الدعوة في المستقبل  بعد أن أتخرج من معهد اللغة بقسم تعليم اللغة أريد أن ألتحق بالجامعة في كلية الدعوة وأصول الدين بقسم الكتاب والسنة  وأعمل في هذا المجال  اخترت هذا التخصص  لأنه كثير من الناس يعملون في هذا المجال ويدعون أنهم على الحق وغيرهم على الباطل  لكن في الحقيقة هم بعيدون عن الحق ولا يعرفون عن الإسلام جيدا  أنا من الهند وهناك ديانات كثيرة والكل يستدل لدينه أنه هو الحق وفي هذا الطريق النجاة  حتى في المسلمين فرق كثيرة هم أخطر من دعاة الديانات أخرى  لأنهم منسوبون إلى الإسلام ويميلون إلى البدعات والخرافات ويدعون الناس إلى هذا الضلال  بهذا السبب تجد في بلاد الهند في كل الأماكن بين المسلمين الشرك  والضلال  وكل الانحرافات  أكثرهم القبوريون والبريلويون  يرجحون في كل الأمور إلى القبور  وفي كل مجالسهم يطعنون  ويشتمون  ويسبون بشدة على غيرهم حتى يظنون في غيرهم من أهل السنة الكفر والخروج من الملة والعياذ بالله  والسبب الثاني باختيار هذا التخصص أن هذا من شرف العلم لأن الله يقول   العلماء ورثة الأنبياء  والنبي  صلى الله عليه وسلم  يقول   خيركم من تعلم القرآن وعلمه  وقال الله عز وجل في سورة التوبة   فلولا نفر من كل فرقة منهم طائفة ليتفقهوا في الدين ولينذروا قومهم إذا رجعوا إليهم لعلهم يحذرون   ومن أجل هذه الأسباب أريد اختيار هذه الكلية لكي أستفيد أولا والناس يستفيدون مني ثانيا  لتكون سعادة في الدنيا والآخرة  وفي هذا المجال ما عندي أجر لأستفيد منه إلا زوجي وهو يدرس الآن في نفس الكلية ونفس الجامعة , تخصيص الدعوة في المستقبل بعد أن أتخرج من المعهد اللغة بقسم تعليم اللغة اريد أن التحق بالجامعة في كلية الدعوة وأصول الدين  بقسم الكتاب والسنة  وأعمل في هذا المجال  اخترت هذا التخصص لأنه كثير من الناس يعملون في هذا المجال ويدعون أنهم على الحق وغيرهم على الباطل لكن في الحقيقة هم بعيدون عن الحق ولا يعرفون عن الإسلام جيدا    أنا من الهند وهناك ديانات كثيرة والك يستدل لدينه أنه هو الحق وفي هذا الطريق النجاة حتى في المسلمين فرق كثيرة هم أخطر من دعاة الديانات أخرى لأنهم منسوبون إلى الإسلام ويميلون إلى البدعات والخرافات ويدعون الناس إلى هذا الضلال    بهذا السبب تجد في بلاد الهند في كل أماكن بين المسلمين الشرك والضلال وكل الإنحرافات  أكثرهم قبوريون والبريلويون  يرجحون في كل الأمور إلى القبور  وفي كل مجالسهم يطعنون ويشتمون ويسبون بشدة على غيرهم حتى يظنون على غيرهم من أهل السنة بالكفر و خارج م الملة والعياذ بالله    والسبب الثاني بإختيار هذا التخصص هذا من شرف العلم لأن الله يقول  العلماء ورثة الأنبياء  والنبي صلى الله عليه وسلم يقول  خيركم من تعلم القرآن وعلمه  وقال الله عز وجل في سورة التوبة  فلولا نفر من كل فرقة منهم طائفة ليتفقهوا في الدين ولينذروا قومهم إذا رجحوا إليهم لعلهم يحذرون  ومن هذه الأسباب أريد اختيار هذه الكلية لكي أستفيد أولا والناس يستفيدون مني ثانيا  لتكون سعادة في الدنيا والآخرة  وفي هذا المجال ما عندي أجر لأستفيد منه إلا زوجي وهو يدرس الآن في نفس الكلية ونفس الجامعة 
 عطلة الربيع  السفر من مكان إلى مكان آخر شيء جميل  تستطيع أن تعرف كثيرا من أحوال الأمم الأخرى وتستطيع أن ترى الصور الطبيعية الجميلة  وسترى بالعين أشياء كثيرة لا تستطيع أن تراها وتعرفها في الكتب  في عطلة الربيع سافرت إلى مدينة بكين وكانت عطلة جميلة وممتعة  مدينة بكين عاصمة الصين وهي مدينة ساحلية جميلة تستحق الزيارة كثيرا  قد تجولت في شوارعها الواسعة  وصعدت الجبل العطري وتمتعت برؤية الأوراق الحمراء  وزرت حديقة بيهاي  وجدفت القوارب في شاطئها  وتسلقت سور الصين العظيم ومشيت في ميدان تيان أن من وتمتعت بمناظرها الكثيرة والجميلة  فلا شك أن السفر مفيد لتقوية الجسم وزيادة المعلومات , عطلة الربيع السفر من مكان إلى مكان آخر شيء جميل  تستيع أن تعرف كثيرا من أحوال الأمم الأخرى وتستيع أن ترى الصور الطبيعية الجميلة  وسترى بالعين أشياء كثيرة لا تستيع أن ترها وتعرفها في الكتب    في عطلة الربيع سافرت إلى مدينة بكين وكانت عطلة جميلة وممتعة    مدينة بكين عاصمة الصين وهي مدينة ساحلية جميلة تستحق الزيارة كثيرا  قد تجولت في شوارعها الواسعة  وصعدت الجبل العطري وتمتعت برؤية الأوراق الحمراء وزرت حديقة بيهاي وجدفت القوارب في شاطئها  و تسلقت سور الصين العظيم ومشيت في ميدان تيان أن صوني وتمتعت بمناظرها الكثيرة والجميلة    فلا شك أن السفر مفيد لتقوية الجسم وزيادة المعلومات 
 رحلة إلى جزيرة أنجوان  اسمي تاج الدين شعران من جزر القمر  هي دولة مكونة من جزر تقع في المحيط الهندي  على مقربة من الساحل الشرقي لإفريقيا  تتكون رسميا من أربع جزر  وهي  جزيرة نغازيجه  جزيرة أنجوان  وجزيرة موهيلي  وجزيرة مايونه  وأنا شخصيا من جزيرة نغازيجه  وكنت في رحلة من نغازيجة إلى جزيرة أنجوان  عندما عدت إلى جزر القمر في الإجازة الصيفية  عزمت أن أزور هذه الجزيرة لأني ما زرتها من قبل  وحين هممت بالسفر إلى جزيرة أنجوان  أدرك والدايا أني سوف أركب البحر لا الجو فرفضوا ذلك  ولكن قبلوا أخيرا بأن أركب البحر  وبعد مدة  ساعات وصلت إلى المكان المقصود  ومن أهداف هذه الرحلة إلى جزيرة أنجوان أن أعيش لحظة جمالية في هذه الجزيرة الخضراء ونسيمها  وأيضا لمساعدة بعض الإخوة المصابين بالسحر  ومس الشياطين  وما شابه ذلك  قمت بالعلاج مع الرقية الشرعية فيهم حتى من الله عليهم بالشفاء والعافية  ولما انتهيت من الرقية الشرعية لمدة أسبوع  توجهت إلى المناطق المكونة لهذه الجزيرة , رحلة إلى جزيرة آنجوان اسمى تاج الدين شعران من جزر القمر  هي دولة مكونة من جزر تقع في محيط الهندي  على مقربة من الساحل الشرقي الإفريقيا رسميا من أربع جزر  وهي  جزيرة نغازيجة  جزيرة آنجوان  وجزيرة موهيلي  وجزيرة مايونه  وأنا شخصيا من جزيرة نغازيجة  وكنت في رحلة من نغازيجة إلى جزيرة آنجوان    عندما عدت إلى جزر القمر في الإجازة الصيفية  عزمت أن أزور هذه الجزيرة أني ما زرتها من قبل    وحين هممت بالسفر إلى جزيرة آنجوان  أدرك والدي أني أركب البحر لا الجو فارفضوا بذلك  ولكن أقبلوا أخيرا بأن أركب البحر  وبعد مدة  ساعات وصلت إلى المكان المقصود    ومن أهداف هذه الرحلة إلى جزيرة آنجوان لأعيش لحظة جمالة هذه الجزيرة الخضراء ونسيمها  وأيضا لمساعدة بعض لأخوة المصابون بالسحر ومس الشياطين وما أشبه ذلك  قمت بالعلاج مع الرقية الشرعية فيهم حتى من الله عليهم بالشفاء والعافية    ولما انتهيت بالرفقية الشرعية لمدة أسبوع  توجهت إلى المناطق المكونة هذه الجزيرة 
 التخصص  الحمد لله  الحمد لله الذي علم القرآن  خلق الإنسان  علمه البيان  والصلاة والسلام الأتمان الأكملان على خير خلق الله  المبعوث للإنس والجان  فجاء بخير هدي وأقوى البرهان  أما بعد  قال الله  تبارك وتعالى  في القرآن المجيد   ولقد آتينا داود وسليمان علما وقالا الحمد لله الذي فضلنا على كثير من عباده المؤمنين   عندما كنت في بلدي وأحفظ القرآن الكريم  في خلال هذه السنة  شفت أن البدع والخرافات تنتشر انتشارا سريعا  حتى في خلال الحفظ  في أثناء حفظ القرآن الكريم  قررت أن أدرس وأتعلم العلم الشرعي  لكي أكون من المدرسين  ولكي أكون من الدعاة ومن المدرسين المترسخين المتقنين في العلم الشرعي  وكي أقوم بالدعوة  وكي أقوم بالأمر بالمعروف والنهي عن المنكر  لكن عندما أكملت القرآن الكريم  وأظهرت هذا عند أبي أني أريد أن أتعلم لغة عربية  وأتعلم الدين الإسلامي  قال لي  نعم  لا بأس  إن شاء الله  لك المجال مفتوح كما تريد تتعلم  لكن بعض أفراد أسرتي هم يقولون  لا  لن تتعلم اللغة العربية  ولا الدين الإسلامي  لأن عندما ترجع من السعودية أو ترجع من أي بلد تتعلم فيه اللغة العربية ماذا تفعل  ماذا تفعل في باكستان  أنت تدرس في إحدى الجامعات هناك  والراتب قليل  كيف هذا  لا  لا يمكن هذا  لكن بحمد الله  عز وجل  عزمت  وعزمت أمي  وعزم أبي  وهما أيضا يقولان  إن شاء الله  ابننا يدرس في إحدى الجامعات السعودية  لكن هم بعض أفراد أسرتي يكررون ويقولون  لا لا  أنت لا تتعلم  لا تتعلم  أنت تتعلم الطب  أنت تتعلم الهندسة  لكي بعد ذلك تكون مهندسا  وتكون طبيبا  لكن أقول  صحيح  لكن أنا بنفسي أرغب في العلم الشرعي  وأريد أن أتعلم لغة عربية  لكن بعد ذلك  قدر الله وما شاء فعل  قدم أبي أوراقي ووثائقي إلى جامعة الإمام محمد بن سعود بالرياض  وبعد ذلك  بعد تقريبا سنة  جاءت الموافقة  وفرحت فرحا كثيرا  وأيضا ففرح أبي  وفرحت أمي  وعندما جئت هنا  وشفت أي كلية سأختار  أولا  شفت أصول الدين  ووجدته جيدا  ما شاء الله  في الحديث  وعلوم أخرى جيدة  ما شاء الله  في النحو والصرف  لكن عندما شفت الشرعية  وجدتها أجود من أصول الدين  لأن فيها أكثر العلوم العلوم الشرعية من أصول الدين  وقررت أن أدرس  إن شاء الله  بعد المعهد  لأن في جامعة الإمام المعهد هو ضروري لكل طالب مستجد خارجي  فقررت أن أدرس  إن شاء الله  في الكلية الشرعية  لأن في باكستان  كما قلت  هناك البدع والخرافات كثيرة  لما أتعلم في الكلية الشرعية  وأقوم بالأمر بالمعروف والنهي عن المنكر لمكافحة البدع والخرافات في باكستان , التخصص الحمد لله الحمد لله الذي علم القرآن خلق الإنسان علمه البيان  والصلاة و السلام الأتمان الأكملان على خير خلق الله المبعوث للإنس والجان  فجاء بخير هدي وأقوى البرهان  أما بعد  قال الله تبارك وتعالى في القرآن المجيد   ولقد آتينا داود وسليمان علما وقالا الحمد لله الذي فضلنا على كثير من عباده المؤمنين     عندما كنت في بلدي وأحفظ القرآن الكريم  في خلال هذه السنة شفت أن البدع والخرافات تنتشر انتشارا سريعا حتى في خلال الحفظ في إثناء حفظ القرآن الكريم قررت أن أدرس وأتعلم العلم الشرعي لكي أكون من المدرسين لكي أكون من الدعاة و ومن المدرسين المترسخين المتقنين في العلم الشرعي وكي أقوم بالدعوة وكي أقوم بالأمر بالمعروف والنهي عن المنكر  لكن عندما أكملت القرآن الكريم  وأظهرت هذا عند أبي أنا أريد أن أتعلم لغة عربية أتعلم الدين الإسلامي قال لي  نعم لا بأس إن شاء الله لك المجال مفتوح كما تريد تتعلم  لكن بعض أفراد أسرتي هم يقولون  لا لن تتعلم اللغة العربية ولا الدين الإسلامي لأن عندما ترجع من السعودية أو ترجع من أي بلد تتعلم فيه اللغة العربية ماذا تفعل  ماذا تفعل في باكستان  أنت تدرس تدرس في إحدى الجامعات هناك الراتب قليل كيف هذا لا لا يمكن هذا  لكن بحمد الله عز وجل عزمت وعزمت أمي وعزم أبي وهما أيضا يقولان إن شاء الله ابننا يدرس في إحدى الجامعات السعودية  لكن هم بعض أفراد أسرتي يكررون ويقولون  لا لا أنت لا تتعلم لا تتعلم  أنت تتعلم الطب أنت تتعلم الهندسة  لكي بعد ذلك تكون مهندس وتكون طبيب  لكن أقول صحيح  لكن أنا بنفسي أرغب في العلم الشرعي  أريد أن أتعلم لغة عربية  لكن بعد ذلك قدر الله وما شاء فعل  قدم أبي أ  أوراقي ووثائقي إلى الجامعة الإمام محمد بن سعود الرياض  وبعد ذلك بعد تقريبا سنة جاءت الموافقة  وفرحت فرحا كثيرا وأيضا ففرح أبي وفرحت أمي  وعندما جئت هنا  وشفت أي كلية تخت أختار  أولا شفت أصول الدين ووجدته جيدا ما شاء الله في الحديث وعلوم أخرى جيد ما شاء الله في النحو والصرف  لكن عندما شفت الشرعية وجدته أجود من أصول الدين لأن فيها أكثر علوم أكثر علوم الشرعي من أصول الدين  وقررت أن أدرس إن شاء الله بعد المهد  لأن في جامعة الإمام المهد هي ضروري لكل طالب المستجد الخارجي  فقررت أن أدرس إن شاء الله في الكلية الشرعية  لأن في باكستان كما قلت هناك البدع والخرافات كثيرة  لما أتعلم في الكلية الشرعية وأقوم ب بالأمر بالمعروف والنهي عن المنكر لمكافحة البدعة بدع والخرافات في باكستان 
 تخصصي المستقبلي  أنا أريد أن أتخصص في قسم المناهج وطرق التدريس  لأني أحب أن أعمل في التربية في بلدي  ورأيت النقص في هذا المجال  لأن الذي يعمل في التربية يجب أن يكون لديه شيء من هذا العلم  لأن التربية هدفها  تعليم الأجيال المستقبلية  وهذا يتطلب جهدا كبيرا للمعلم خاصة  والمشتغلين في التربية عامة  ومشكلة التعليم في وجهة نظري تكمن في المناهج والمعلمين بالنسبة لنا نحن الدول النامية  فلو رأينا المناهج عندنا  قديمة  لا تصلح مع العصر ومع الجيل القادم  لأننا في عصر السرعة  الناس أصبحوا يستقدمون وسائل الاتصالات المختلفة في التعليم  وفي الدول المتقدمة عمليا لا يحملون الطلاب الكتاب  وإنما عندهم أقراص فيها المنهج  ويدخلون الحاسب  ويقرؤونها من خلالها  لكن لو رجعنا إلى الدول النامية ترى العكس  المناهج قديمة كما أسلفت  والطالب يفهم منها القليل  والمعلم غير متدرب على طرق التدريس  وهنا لابد أن أغير مسار التعليم حتى نتقدم عمليا  وهذا يحصل في دراسات المناهج وطرق التدريس حتى نتطور في التعليم , تخصصي المستقبلي أنا أريد أن أتخصص  في قسم المناهج وطروق التدريس لأني أحب أنا أعمل في التربية في بلدي  ورأيت النقص في هذا المجال  لأن الذي يعمل في التربية يجب أن يكون لديه  شيء من هذا العلم  لأن التربية هدفها  تعليم الأجيال المستقبلية  وهذا يتطلب جهدا كبير للمعلم خاصة والمشتغلين في التربية عاممة    ومشكلة التعليم في وجهة نظري يمكن في المناهج والمعلمين بسنة نحن الدول النامية  فلو راينا المناهج عندنا قديمة  لا تصلح مع العصر ومع الجيل القادم  لأننا في العصر السرعة الناس اصبحوا يستقدمون الوسائل الإتصالات المختلفة  في التعليم  وفي الدول المتقدمة عمليا لا يحملون الطلاب الكتاب  وإنما عندهم أقراص فيه المنهج ويدخلون الحاسب ويقرأها من خلالها  لكن لو رجعنا على الدول النامية ترى العكس  المناهج قديمة كما أسلفت والطالب بفهم منها القليل والمعلم غير المتدرب في طروق التدريس وهنا لابد أغير مسار التعليم حتى نتقدم عمليا وهذا يحصل في الدراسات المناهج وطروق التدريس حتى نتطور في التعليم 
 عن التخصص  أنا قدمت الأوراق إلى هذه الجامعة قبل سنتين  وأريد أن أدرس في كلية التربية في جامعة الملك سعود في قسم الشريعة  ولدت مسلما  ومنذ صغري أنا أحب ديننا  تعلمت كيفية قراءة القرآن وأنا  سنة  ومرة من مرات كنت أقرأ القرآن  وسألت نفسي  لماذا تقرأ كلام ربك  ولا تفهم شيئا  وبعد ذلك أنا رغبت في تعلم اللغة العربية  وبعد هذا تخرجت من الثانوية  والتحقت بالجامعة التقنية في مدينتي  ثم درست خمس سنوات هناك في كلية الإتصالات  ولهذا  ما كانت أي علاقة بين التخصص الذي تعلمت والجامعة  وبين اللغة العربية والثقافة الإسلامية  وبعد التخرج  عملت في شركة الإتصالات  وفي نهاية رمضان هذا العام جامعة الملك سعود أرسلت إلي الرسالة أني مقبول  ويسكن في مدينتي الطلاب الذين تخرجوا من الجامعات الإسلامية  واستفدت منهم كثيرا من علمهم وأخلاقهم  وأردت أن أكون مثلهم  وفي روسيا عموما  وفي مدينتي خاصة كثير من الشباب يرغبون في التخصص في هذا المجال  أما التشجيع  ما يشجعني أحد من زملائي أو من الأصدقاء  ولكن شجعني طلاب العلم الشرعي وشيوخ الإسلام , عن التخصص أنا قدت الأوراق إلى هذه الجامعة قبل سنتين وأريد أن أدرس في كلية التربية في جامعة الملك سعود في قسم الشريعة  ولدت مسلما ومنذ صغار أنا أحب ديننا  تعلمت كيفية قراءة القرآن وأنا  سنة  ومرة من مرات كنت أقرأ القرآن وسألت نفسي  لماذا تقرأ كلام ربك ولا تفهم شيء وبعد ذلك أن ارغبت في تعلم اللغة العربية  وبعد هذا تخرجت من الثنوية والتحقت إلى الجامعة التكنية في مدينتي ثم درست خمس سنوات هنك في كلية الءتصالات ولهذا ما كانت أي علاقة بين التخصص الذي تعلمت والجامعة وبين اللغة العربية وثقافة الإسلامية    وبعد التخرج عملت في شركة الإتصلات وفي نهاية رمضان هذا العام جامعة الملك سعود أرسلت إلى الرسالة أني مقبول  ويسكن في مدينتي الطلاب الذين تخرجوا من جامعات الإسلامية واستفدت منهم كثيرا من علهم وأخلاقهم وأردت أن أكون مثلهم  وفي روسيا عموما وفي مدينة خاصة كثير من الشباب يرعبون في التخصص في هذا المجال    أما التشجيع ما يشجعني أحد من زملائي أو من أصدقاء ولكن شجعني طلاب العلم الشرعي والشيوخ الإسلام 
 لماذا اخترت التخصص في الشريعة  أريد أن أتخصص في الشريعة  لأن البدع  والخرافات  والشركيات تزيد بحسب مرور الأيام  حتى صار الناس يسجدون على القبور  ويستغيثون بغير الله  خاصة في القارة الهندية  أصبح الناس لا يعرفون معنى التوحيد ومفهومه  وهم في الظلم  بحيث لا يعرفون معنى الشهادة  ويقلدون آباءهم وأجدادهم  في يوم من الأيام  فكرت إلى أن قررت أن أدرس في كلية الشريعة  لكي أفهم القرآن والأحاديث الشريفة  وأقوم بالأمر بالمعروف  والنهي عن المنكر  فاخترت هذا المنهج  الآن أنا أدرس في معهد تعليم اللغة العربية  وبعد سنتين سألتحق بكلية الشريعة  أصدقائي وزملائي يدرسون في كلية الشريعة  لكي نكافح البدع  والخرفات  والشركيات في العالم  قال الله  عز وجل  في القرآن الكريم   كنتم خير أمة أخرجت للناس تأمرون بالمعروف وتنهون عن المنكر     الأمر بالمعروف والنهي عن المنكر هما فريضتان عظيمتان عند الله مكانة وأجرا  نحن ملقبون ب  خير أمة   متى نكون خير أمة  متى نكون أفضل أمة  عندما نقوم بهذه الفريضة العظيمة  فنستحق هذا اللقب العظيم , لماذا أخترت التخصص في الشرعية  أريد أن أتخصص في الشرعية  لأن البدع والخرفات والشركيات تزيد بحسب مرور الايام حتى صار الناس يسجدون على القبور ويستغيثون غير الله  خاصة في قارة الهندية اصبح الناس لا يعرفون معنى التوحيد ومفهومه  وهم في الظلم بحيث لا يعرفون معنى الشهادة  ويقلدون آباءهم وأجدادهم    في يوم من الأيام فكرت إلى أن قررت أن أدرس في كلية الشرعية لكي أفهم القرآن والأحاديث الشريفة  وأقوم بالأمر بالمعروف والنهي عن المنكر  فاخترت هذا المنهج  الآن أنا أدرس في المعهد تعليم اللغة العربية وبعد سنتين سألتحق بكلية الشرعية  اصدقاوئي وزملائي يدرسون في كلية الشرعية لكي نكافح البدع والخرفات والشركيات من العالم  قال الله عز وجل في القرآن الكريم    كنتم خير أمة اخرجت للناس تأمرون بالمعروف وتنهون عن المنكر        الأمر بالمعروف والنهي عن المنكر هي فريضة عظيمة عند الله مكانة وأجرا  نحن ملقب ب  خير أمة  متى نكون خير أمة  متى نكون أفضل أمة  عندما نقوم بهذه الفريضة العظيمة فنستحق هذا اللقب العظيم 
 وأخيرا  أريد أن أعبر عن المشكلات التي واجهت في تعلمها  فهي  تلفظ الكلمات العربية  والقراءة  وتكوين التعبيرات والتراكيب  وتطبيق القواعد خلال الكتابة أو القراءة  وبعض من هذه المشكلات تستمر الحين  ولكن أرجو أن تزول هذه المشكلات مع مرور الزمن  وبالاجتهاد الدائم في المستقبل القريب  في الحقيقة  هذه المشكلات تحثني بشدة في التعلم  وأنا أشعر بنفسي  كي أنا أتطور فيها تدريجيا  الحمد لله  شكرا          , و اخيرا اريد أن أعبر عن المشكلات التي واجهت في تعلمها فهي تلفظ الكلمات العربية  و القراءة  و تكوين التعبيرات والتراكيب  وتطبيق القواعد خلال كتابة أو قراءة و بعض من هذه المشكلات تستمر الحين ولكن أرجو ستزيل هذه المشكلات مع مرور الزمن و بالاجتهاد الدائم في المستقبل القريب  في الحقيق هذه المشكلات يحثني بشدة في تعلمها و أنا أشعر بنفسي كي أنا أتطور فيها تدريجيا  الحمد لله    شكرا          
